,Week,Team,ScoreOff,RushAttOff,RushYdsOff,PassAttOff,PassCompOff,PassYdsOff,PassIntOff,FumblesOff,Opponent,ScoreDef,RushAttDef,RushYdsDef,PassAttDef,PassCompDef,PassYdsDef,PassIntDef,FumblesDef,ScoreDiff,RushAttDiff,RushYdsDiff,PassAttDiff,PassCompDiff,PassYdsDiff,PassIntDiff,FumblesDiff
515,10/07/2000,Arizona,31.0,44,117,13,7,136,1,1,Southern Cal,15.0,27,10,50,26,321,3,2,16.0,17,107,-37,-19,-185,-2,-1
516,10/07/2000,Arkansas,52.0,40,166,33,17,237,0,2,UL-Monroe,6.0,32,85,30,13,109,2,1,46.0,8,81,3,4,128,-2,1
517,10/07/2000,Army,23.0,47,235,28,12,144,4,0,New Mexico State,42.0,52,202,16,10,101,0,0,-19.0,-5,33,12,2,43,4,0
518,10/07/2000,Auburn,10.0,19,18,32,17,146,0,0,Mississippi State,17.0,42,135,31,18,208,1,2,-7.0,-23,-117,1,-1,-62,-1,-2
519,10/07/2000,Arizona State,30.0,44,146,32,12,420,1,1,California,10.0,40,255,32,14,135,0,3,20.0,4,-109,0,-2,285,1,-2
520,10/07/2000,Ball State,15.0,56,218,29,17,186,3,1,"Miami, Ohio",10.0,24,65,38,15,170,2,2,5.0,32,153,-9,2,16,1,-1
521,10/07/2000,Baylor,0.0,30,100,40,13,148,2,1,Texas Tech,28.0,27,129,50,33,322,0,1,-28.0,3,-29,-10,-20,-174,2,0
522,10/07/2000,Boise State,35.0,29,139,41,24,335,1,3,Washington State,42.0,47,131,31,21,290,0,1,-7.0,-18,8,10,3,45,1,2
523,10/07/2000,Boston College,55.0,51,361,22,15,274,0,0,Connecticut,3.0,26,49,40,20,215,2,1,52.0,25,312,-18,-5,59,-2,-1
524,10/07/2000,Bowling Green,21.0,50,159,24,15,185,1,0,Akron,27.0,34,85,27,17,259,0,0,-6.0,16,74,-3,-2,-74,1,0
525,10/07/2000,Buffalo,20.0,46,145,31,17,262,1,3,Ohio,42.0,62,361,8,4,109,1,0,-22.0,-16,-216,23,13,153,0,3
526,10/07/2000,Brigham Young,38.0,38,198,39,25,335,0,0,Utah State,14.0,25,11,38,23,204,0,1,24.0,13,187,1,2,131,0,-1
527,10/07/2000,California,10.0,40,255,32,14,135,0,3,Arizona State,30.0,44,146,32,12,420,1,1,-20.0,-4,109,0,2,-285,-1,2
528,10/07/2000,Central Florida,20.0,23,30,40,30,301,1,6,Northern Illinois,40.0,56,221,18,10,153,1,1,-20.0,-33,-191,22,20,148,0,5
529,10/07/2000,Cincinnati,48.0,52,262,25,15,268,2,2,Houston,31.0,29,77,44,31,326,1,1,17.0,23,185,-19,-16,-58,1,1
530,10/07/2000,Clemson,34.0,65,274,30,18,220,2,1,No Carolina State,27.0,23,32,50,21,370,0,0,7.0,42,242,-20,-3,-150,2,1
531,10/07/2000,Central Michigan,21.0,40,109,34,20,271,2,2,Kent State,24.0,56,188,21,10,132,0,1,-3.0,-16,-79,13,10,139,2,1
532,10/07/2000,Colorado,26.0,42,112,25,15,239,0,2,Texas A & M,19.0,36,71,45,28,291,0,0,7.0,6,41,-20,-13,-52,0,2
533,10/07/2000,Colorado State,17.0,34,39,36,21,252,2,0,New Mexico,14.0,37,73,22,16,203,0,1,3.0,-3,-34,14,5,49,2,-1
534,10/07/2000,East Carolina,10.0,21,64,43,18,246,2,2,Memphis,17.0,56,129,25,18,175,0,1,-7.0,-35,-65,18,0,71,2,1
535,10/07/2000,Eastern Michigan,14.0,26,66,22,14,106,2,1,Toledo,42.0,58,281,26,16,123,0,0,-28.0,-32,-215,-4,-2,-17,2,1
536,10/07/2000,Florida,41.0,34,175,32,21,298,0,0,Louisiana State,9.0,29,92,38,19,249,4,0,32.0,5,83,-6,2,49,-4,0
537,10/07/2000,Fresno State,27.0,34,179,31,20,220,2,2,Rice,24.0,58,306,13,4,61,0,2,3.0,-24,-127,18,16,159,2,0
538,10/07/2000,Florida State,24.0,27,69,58,29,496,2,1,"Miami, Florida",27.0,35,120,42,27,328,0,3,-3.0,-8,-51,16,2,168,2,-2
539,10/07/2000,Georgia,21.0,52,141,17,8,134,0,3,Tennessee,10.0,32,112,32,18,136,2,1,11.0,20,29,-15,-10,-2,-2,2
540,10/07/2000,Hawaii,21.0,16,118,44,18,266,0,2,Texas Christian,41.0,71,393,17,7,91,1,1,-20.0,-55,-275,27,11,175,-1,1
541,10/07/2000,Houston,31.0,29,77,44,31,326,1,1,Cincinnati,48.0,52,262,25,15,268,2,2,-17.0,-23,-185,19,16,58,-1,-1
542,10/07/2000,Iowa State,27.0,25,37,43,22,346,2,0,Nebraska,49.0,60,336,17,7,164,1,0,-22.0,-35,-299,26,15,182,1,0
543,10/07/2000,Idaho,16.0,48,89,50,35,365,4,0,West Virginia,28.0,34,116,30,12,131,1,1,-12.0,14,-27,20,23,234,3,-1
544,10/07/2000,Indiana,33.0,38,174,47,23,268,1,3,Northwestern,52.0,61,417,17,9,119,1,1,-19.0,-23,-243,30,14,149,0,2
545,10/07/2000,Iowa,21.0,37,85,25,17,146,0,2,Michigan State,16.0,41,286,36,14,180,2,0,5.0,-4,-201,-11,3,-34,-2,2
546,10/07/2000,Kansas,13.0,46,103,23,10,128,1,2,Kansas State,52.0,49,210,22,14,258,1,0,-39.0,-3,-107,1,-4,-130,0,2
547,10/07/2000,Kent State,24.0,56,188,21,10,132,0,1,Central Michigan,21.0,40,109,34,20,271,2,2,3.0,16,79,-13,-10,-139,-2,-1
548,10/07/2000,Kansas State,52.0,49,210,22,14,258,1,0,Kansas,13.0,46,103,23,10,128,1,2,39.0,3,107,-1,4,130,0,-2
549,10/07/2000,Kentucky,17.0,28,93,52,34,304,2,0,South Carolina,20.0,30,159,31,17,228,0,2,-3.0,-2,-66,21,17,76,2,-2
550,10/07/2000,Louisville,38.0,39,107,30,21,227,1,0,Alabama-Birmingham,17.0,35,38,30,12,187,3,1,21.0,4,69,0,9,40,-2,-1
551,10/07/2000,Louisiana State,9.0,29,92,38,19,249,4,0,Florida,41.0,34,175,32,21,298,0,0,-32.0,-5,-83,6,-2,-49,4,0
552,10/07/2000,Louisiana Tech,21.0,31,127,41,26,217,2,1,Mid Tennessee St,49.0,44,335,22,16,201,0,2,-28.0,-13,-208,19,10,16,2,-1
553,10/07/2000,Marshall,10.0,35,90,54,26,324,1,0,Western Michigan,30.0,47,286,22,12,121,1,1,-20.0,-12,-196,32,14,203,0,-1
554,10/07/2000,Michigan State,16.0,41,286,36,14,180,2,0,Iowa,21.0,37,85,25,17,146,0,2,-5.0,4,201,11,-3,34,2,-2
555,10/07/2000,Maryland,24.0,31,109,34,14,207,2,0,Virginia,31.0,59,263,20,12,222,2,2,-7.0,-28,-154,14,2,-15,0,-2
556,10/07/2000,Memphis,17.0,56,129,25,18,175,0,1,East Carolina,10.0,21,64,43,18,246,2,2,7.0,35,65,-18,0,-71,-2,-1
557,10/07/2000,"Miami, Florida",27.0,35,120,42,27,328,0,3,Florida State,24.0,27,69,58,29,496,2,1,3.0,8,51,-16,-2,-168,-2,2
558,10/07/2000,"Miami, Ohio",10.0,24,65,38,15,170,2,2,Ball State,15.0,56,218,29,17,186,3,1,-5.0,-32,-153,9,-2,-16,-1,1
559,10/07/2000,Michigan,31.0,29,174,35,26,256,0,1,Purdue,32.0,43,244,45,32,286,1,0,-1.0,-14,-70,-10,-6,-30,-1,1
560,10/07/2000,Minnesota,25.0,49,182,20,12,166,0,1,Penn State,16.0,33,98,36,19,189,0,2,9.0,16,84,-16,-7,-23,0,-1
561,10/07/2000,Mississippi,35.0,41,163,33,24,251,2,1,Arkansas State,10.0,24,113,26,11,79,2,0,25.0,17,50,7,13,172,0,1
562,10/07/2000,Missouri,24.0,39,182,28,14,191,1,0,Oklahoma State,10.0,39,102,44,26,257,3,0,14.0,0,80,-16,-12,-66,-2,0
563,10/07/2000,Mississippi State,17.0,42,135,31,18,208,1,2,Auburn,10.0,19,18,32,17,146,0,0,7.0,23,117,-1,1,62,1,2
564,10/07/2000,Mid Tennessee St,49.0,44,335,22,16,201,0,2,Louisiana Tech,21.0,31,127,41,26,217,2,1,28.0,13,208,-19,-10,-16,-2,1
565,10/07/2000,Navy,13.0,57,108,23,11,140,0,2,Air Force,27.0,47,135,13,6,101,1,0,-14.0,10,-27,10,5,39,-1,2
566,10/07/2000,No Carolina State,27.0,23,-4,50,21,370,0,0,Clemson,34.0,65,274,30,18,220,2,1,-7.0,-42,-278,20,3,150,-2,-1
567,10/07/2000,Notre Dame,20.0,50,166,18,10,100,0,0,Stanford,14.0,29,142,43,19,242,1,1,6.0,21,24,-25,-9,-142,-1,-1
568,10/07/2000,Nebraska,49.0,60,336,17,7,164,1,0,Iowa State,27.0,25,37,43,22,346,2,0,22.0,35,299,-26,-15,-182,-1,0
569,10/07/2000,UL-Monroe,6.0,32,85,30,13,109,2,1,Arkansas,52.0,40,166,33,17,237,0,2,-46.0,-8,-81,-3,-4,-128,2,-1
570,10/07/2000,Nevada,7.0,31,109,33,11,136,1,0,Nevada-Las Vegas,38.0,53,321,14,8,152,0,0,-31.0,-22,-212,19,3,-16,1,0
571,10/07/2000,Northern Illinois,40.0,56,221,18,10,153,1,1,Central Florida,20.0,23,30,40,30,301,1,6,20.0,33,191,-22,-20,-148,0,-5
572,10/07/2000,New Mexico,14.0,37,73,22,16,203,0,1,Colorado State,17.0,34,39,36,21,252,2,0,-3.0,3,34,-14,-5,-49,-2,1
573,10/07/2000,New Mexico State,42.0,52,202,16,10,101,0,0,Army,23.0,47,235,28,12,144,4,0,19.0,5,-33,-12,-2,-43,-4,0
574,10/07/2000,North Texas,41.0,50,262,10,5,72,0,0,Samford,6.0,52,166,16,9,92,1,3,35.0,-2,96,-6,-4,-20,-1,-3
575,10/07/2000,Northwestern,52.0,61,417,17,9,119,1,1,Indiana,33.0,38,174,47,23,268,1,3,19.0,23,243,-30,-14,-149,0,-2
576,10/07/2000,Ohio,42.0,62,367,8,4,109,1,0,Buffalo,20.0,46,145,31,17,262,1,3,22.0,16,222,-23,-13,-153,0,-3
577,10/07/2000,Ohio State,23.0,44,249,13,8,143,1,1,Wisconsin,7.0,43,109,35,19,209,1,1,16.0,1,140,-22,-11,-66,0,0
578,10/07/2000,Oklahoma,63.0,56,245,28,18,289,0,2,Texas,14.0,17,-7,41,20,161,2,1,49.0,39,252,-13,-2,128,-2,1
579,10/07/2000,Oklahoma State,10.0,39,102,44,26,257,3,0,Missouri,24.0,39,182,28,14,191,1,0,-14.0,0,-80,16,12,66,2,0
580,10/07/2000,Oregon State,30.0,40,160,25,13,314,0,0,Washington,33.0,47,281,32,20,223,0,0,-3.0,-7,-121,-7,-7,91,0,0
581,10/07/2000,Penn State,16.0,33,98,36,19,189,0,2,Minnesota,25.0,49,182,20,12,166,0,1,-9.0,-16,-84,16,7,23,0,1
582,10/07/2000,Pittsburgh,17.0,32,91,46,21,237,0,0,Syracuse,24.0,53,160,29,20,279,0,0,-7.0,-21,-69,17,1,-42,0,0
583,10/07/2000,Purdue,32.0,43,244,45,32,286,1,0,Michigan,31.0,29,174,35,26,256,0,1,1.0,14,70,10,6,30,1,-1
584,10/07/2000,Rice,24.0,58,306,13,4,61,0,2,Fresno State,27.0,34,179,31,20,220,2,2,-3.0,24,127,-18,-16,-159,-2,0
585,10/07/2000,Southern Cal,15.0,27,10,50,26,321,3,2,Arizona,31.0,44,117,13,7,136,1,1,-16.0,-17,-107,37,19,185,2,1
586,10/07/2000,South Carolina,20.0,30,159,31,17,228,0,2,Kentucky,17.0,28,93,52,34,304,2,0,3.0,2,66,-21,-17,-76,-2,2
587,10/07/2000,San Diego State,34.0,42,117,27,19,317,1,1,Wyoming,0.0,30,26,30,20,158,1,2,34.0,12,91,-3,-1,159,0,-1
588,10/07/2000,San Jose State,35.0,38,200,25,10,167,0,2,Southern Methodist,10.0,38,136,54,25,324,4,1,25.0,0,64,-29,-15,-157,-4,1
589,10/07/2000,Southern Miss,41.0,50,169,35,19,180,0,0,South Florida,7.0,25,18,27,13,133,1,0,34.0,25,151,8,6,47,-1,0
590,10/07/2000,Southern Methodist,10.0,38,136,54,25,324,4,1,San Jose State,35.0,38,204,25,10,167,0,2,-25.0,0,-68,29,15,157,4,-1
591,10/07/2000,Stanford,14.0,29,142,43,19,242,1,1,Notre Dame,20.0,50,166,18,10,100,0,0,-6.0,-21,-24,25,9,142,1,1
592,10/07/2000,UL-Lafayette,37.0,40,166,35,17,291,1,0,Tulane,38.0,31,138,49,32,410,3,1,-1.0,9,28,-14,-15,-119,-2,-1
593,10/07/2000,Syracuse,24.0,53,154,29,20,279,0,0,Pittsburgh,17.0,32,91,46,21,237,0,0,7.0,21,63,-17,-1,42,0,0
594,10/07/2000,Texas Christian,41.0,71,383,17,7,91,1,1,Hawaii,21.0,16,118,44,18,266,0,2,20.0,55,265,-27,-11,-175,1,-1
595,10/07/2000,Temple,13.0,28,-15,28,13,131,3,0,Virginia Tech,35.0,56,214,29,14,162,2,1,-22.0,-28,-229,-1,-1,-31,1,-1
596,10/07/2000,Tennessee,10.0,32,112,32,18,136,2,1,Georgia,21.0,52,141,17,8,134,0,3,-11.0,-20,-29,15,10,2,2,-2
597,10/07/2000,Texas,14.0,17,-7,41,20,161,2,1,Oklahoma,63.0,56,245,28,18,289,0,2,-49.0,-39,-252,13,2,-128,2,-1
598,10/07/2000,Toledo,42.0,58,281,26,16,123,0,0,Eastern Michigan,14.0,26,66,22,14,106,2,1,28.0,32,215,4,2,17,-2,-1
599,10/07/2000,Texas Tech,28.0,27,129,50,33,322,0,1,Baylor,0.0,30,100,40,13,148,2,1,28.0,-3,29,10,20,174,-2,0
600,10/07/2000,Tulane,38.0,31,178,49,32,410,3,1,UL-Lafayette,37.0,40,166,35,17,291,1,0,1.0,-9,12,14,15,119,2,1
601,10/07/2000,Tulsa,7.0,26,6,36,19,237,2,2,Texas-El Paso,40.0,49,264,23,17,204,0,1,-33.0,-23,-258,13,2,33,2,1
602,10/07/2000,Texas A & M,19.0,36,71,45,28,291,0,0,Colorado,26.0,42,112,25,15,239,0,2,-7.0,-6,-41,20,13,52,0,-2
603,10/07/2000,Alabama-Birmingham,17.0,35,38,30,12,187,3,1,Louisville,38.0,39,107,30,21,227,1,0,-21.0,-4,-69,0,-9,-40,2,1
604,10/07/2000,Nevada-Las Vegas,38.0,53,321,14,8,152,0,0,Nevada,7.0,31,109,33,11,136,1,0,31.0,22,212,-19,-3,16,-1,0
605,10/07/2000,Texas-El Paso,40.0,49,264,23,17,204,0,1,Tulsa,7.0,26,6,36,19,237,2,2,33.0,23,258,-13,-2,-33,-2,-1
606,10/07/2000,Utah State,14.0,25,11,38,23,204,0,1,Brigham Young,38.0,38,198,39,25,335,0,0,-24.0,-13,-187,-1,-2,-131,0,1
607,10/07/2000,Vanderbilt,17.0,32,129,16,9,145,1,0,Wake Forest,10.0,56,217,26,12,158,0,1,7.0,-24,-88,-10,-3,-13,1,-1
608,10/07/2000,Virginia,31.0,59,263,20,12,222,2,2,Maryland,24.0,31,109,34,14,207,2,0,7.0,28,154,-14,-2,15,0,2
609,10/07/2000,Virginia Tech,35.0,56,214,29,14,162,2,1,Temple,13.0,28,-15,28,13,131,3,0,22.0,28,229,1,1,31,-1,1
610,10/07/2000,Washington,33.0,47,281,32,20,223,0,0,Oregon State,30.0,40,160,25,13,314,0,0,3.0,7,121,7,7,-91,0,0
611,10/07/2000,Washington State,42.0,47,131,31,21,290,0,1,Boise State,35.0,29,139,41,24,335,1,3,7.0,18,-8,-10,-3,-45,-1,-2
612,10/07/2000,Wake Forest,10.0,56,217,26,12,158,0,1,Vanderbilt,17.0,32,129,16,9,145,1,0,-7.0,24,88,10,3,13,-1,1
613,10/07/2000,Wisconsin,7.0,43,109,35,19,209,1,1,Ohio State,23.0,44,249,13,8,143,1,1,-16.0,-1,-140,22,11,66,0,0
614,10/07/2000,Western Michigan,30.0,47,286,22,12,121,1,1,Marshall,10.0,35,90,54,26,324,1,0,20.0,12,196,-32,-14,-203,0,1
615,10/07/2000,West Virginia,28.0,34,116,30,12,131,1,1,Idaho,16.0,48,89,50,35,365,4,0,12.0,-14,27,-20,-23,-234,-3,1
616,10/07/2000,Wyoming,0.0,30,26,30,20,158,1,2,San Diego State,34.0,42,117,27,19,317,1,1,-34.0,-12,-91,3,1,-159,0,1
617,10/14/2000,Air Force,51.0,71,432,14,8,193,0,1,Wyoming,34.0,29,82,41,28,339,1,0,17.0,42,350,-27,-20,-146,-1,1
618,10/14/2000,Akron,35.0,28,116,28,12,324,2,1,Northern Illinois,52.0,57,360,23,15,134,0,1,-17.0,-29,-244,5,-3,190,2,0
619,10/14/2000,Alabama,45.0,39,168,26,21,296,1,1,Mississippi,7.0,26,74,40,20,163,3,1,38.0,13,94,-14,1,133,-2,0
620,10/14/2000,Arizona,53.0,57,254,31,15,236,2,0,Washington State,47.0,34,112,37,20,378,2,3,6.0,23,142,-6,-5,-142,0,-3
621,10/14/2000,Arkansas,7.0,41,100,37,19,151,2,2,South Carolina,27.0,31,174,21,12,170,1,0,-20.0,10,-74,16,7,-19,1,2
622,10/14/2000,Army,21.0,45,178,30,16,125,1,0,East Carolina,42.0,42,332,23,14,195,2,0,-21.0,3,-154,7,2,-70,-1,0
623,10/14/2000,Auburn,7.0,32,119,34,20,203,1,2,Florida,38.0,29,116,26,16,243,0,0,-31.0,3,3,8,4,-40,1,2
624,10/14/2000,Arizona State,15.0,38,60,46,15,202,2,4,Washington,21.0,42,186,30,13,110,1,5,-6.0,-4,-126,16,2,92,1,-1
625,10/14/2000,Ball State,33.0,56,192,20,13,104,1,0,Eastern Michigan,14.0,25,47,43,21,300,0,2,19.0,31,145,-23,-8,-196,1,-2
626,10/14/2000,Baylor,0.0,33,74,36,14,162,4,0,Texas A & M,24.0,30,103,41,22,311,2,1,-24.0,3,-29,-5,-8,-149,2,-1
627,10/14/2000,Boise State,41.0,41,19,39,21,333,2,0,Eastern Washington,23.0,31,126,39,21,201,1,5,18.0,10,-107,0,0,132,1,-5
628,10/14/2000,Boston College,20.0,36,176,24,10,119,0,0,Syracuse,13.0,46,306,22,9,134,4,0,7.0,-10,-130,2,1,-15,-4,0
629,10/14/2000,Bowling Green,10.0,42,159,36,16,222,2,0,"Miami, Ohio",24.0,37,141,43,24,222,0,1,-14.0,5,18,-7,-8,0,2,-1
630,10/14/2000,California,46.0,43,107,34,16,252,1,3,U.C.L.A.,38.0,45,45,40,20,309,3,0,8.0,-2,62,-6,-4,-57,-2,3
631,10/14/2000,Central Florida,34.0,22,80,33,20,255,2,0,Eastern Kentucky,3.0,37,20,34,20,216,3,1,31.0,-15,60,-1,0,39,-1,-1
632,10/14/2000,Cincinnati,24.0,34,108,29,11,142,3,0,Louisville,38.0,42,147,32,25,326,2,1,-14.0,-8,-39,-3,-14,-184,1,-1
633,10/14/2000,Clemson,35.0,61,278,20,10,186,1,1,Maryland,14.0,37,82,22,8,179,3,0,21.0,24,196,-2,2,7,-2,1
634,10/14/2000,Colorado,14.0,36,55,36,12,78,2,1,Texas,28.0,41,166,40,23,308,1,3,-14.0,-5,-111,-4,-11,-230,1,-2
635,10/14/2000,Colorado State,20.0,42,158,28,20,222,1,1,Nevada-Las Vegas,19.0,43,200,14,9,80,0,0,1.0,-1,-42,14,11,142,1,1
636,10/14/2000,Duke,14.0,33,108,37,15,152,1,1,Florida State,63.0,25,71,49,37,536,1,0,-49.0,8,37,-12,-22,-384,0,1
637,10/14/2000,East Carolina,42.0,42,332,23,14,195,2,0,Army,21.0,45,178,30,16,125,1,0,21.0,-3,154,-7,-2,70,1,0
638,10/14/2000,Eastern Michigan,14.0,23,41,39,19,268,0,2,Ball State,33.0,56,192,19,12,97,1,0,-19.0,-33,-151,20,7,171,-1,2
639,10/14/2000,Florida,38.0,31,122,30,18,275,0,0,Auburn,7.0,32,119,35,21,210,1,2,31.0,-1,3,-5,-3,65,-1,-2
640,10/14/2000,Fresno State,58.0,40,125,21,11,201,0,0,Nevada,21.0,29,61,49,29,341,2,1,37.0,11,64,-28,-18,-140,-2,-1
641,10/14/2000,Florida State,63.0,25,71,49,37,536,1,0,Duke,14.0,33,108,37,15,152,1,1,49.0,-8,-37,12,22,384,0,-1
642,10/14/2000,Georgia,29.0,30,92,31,12,215,0,0,Vanderbilt,19.0,30,115,43,29,327,3,1,10.0,0,-23,-12,-17,-112,-3,-1
643,10/14/2000,Georgia Tech,52.0,47,245,24,16,333,0,0,Wake Forest,20.0,39,179,43,27,272,2,2,32.0,8,66,-19,-11,61,-2,-2
644,10/14/2000,Hawaii,30.0,17,50,42,23,314,1,1,Southern Methodist,15.0,47,126,27,16,145,0,1,15.0,-30,-76,15,7,169,1,0
645,10/14/2000,Iowa State,33.0,40,210,38,19,290,1,0,Oklahoma State,26.0,37,132,46,26,328,1,2,7.0,3,78,-8,-7,-38,0,-2
646,10/14/2000,Illinois,31.0,44,169,28,17,248,1,1,Iowa,0.0,32,86,34,18,181,2,2,31.0,12,83,-6,-1,67,-1,-1
647,10/14/2000,Indiana,0.0,33,85,30,14,101,1,2,Michigan,58.0,52,282,22,17,280,0,1,-58.0,-19,-197,8,-3,-179,1,1
648,10/14/2000,Iowa,0.0,32,86,34,18,181,2,2,Illinois,31.0,44,169,28,17,248,1,1,-31.0,-12,-83,6,1,-67,1,1
649,10/14/2000,Kansas,38.0,58,219,30,14,234,1,2,Missouri,17.0,26,10,34,16,237,4,1,21.0,32,209,-4,-2,-3,-3,1
650,10/14/2000,Kent State,7.0,39,141,20,7,41,2,0,Ohio,44.0,56,233,11,9,136,0,1,-37.0,-17,-92,9,-2,-95,2,-1
651,10/14/2000,Kansas State,31.0,33,144,36,14,211,2,0,Oklahoma,41.0,36,11,38,29,374,1,0,-10.0,-3,133,-2,-15,-163,1,0
652,10/14/2000,Kentucky,0.0,22,117,55,31,280,1,3,Louisiana State,34.0,46,114,33,15,225,0,0,-34.0,-24,3,22,16,55,1,3
653,10/14/2000,Louisville,38.0,42,147,32,25,326,2,1,Cincinnati,24.0,34,108,29,11,142,3,0,14.0,8,39,3,14,184,-1,1
654,10/14/2000,Louisiana State,34.0,46,114,33,15,225,0,0,Kentucky,0.0,22,117,55,31,280,1,3,34.0,24,-3,-22,-16,-55,-1,-3
655,10/14/2000,Louisiana Tech,48.0,24,97,48,35,399,1,1,UL-Lafayette,14.0,48,223,26,10,77,1,1,34.0,-24,-126,22,25,322,0,0
656,10/14/2000,Marshall,0.0,28,42,39,21,218,2,2,Toledo,42.0,49,247,19,13,140,0,1,-42.0,-21,-205,20,8,78,2,1
657,10/14/2000,Michigan State,10.0,46,183,24,12,183,3,0,Wisconsin,17.0,40,101,21,7,96,0,0,-7.0,6,82,3,5,87,3,0
658,10/14/2000,Maryland,14.0,37,82,22,8,179,3,0,Clemson,35.0,61,278,20,10,186,1,1,-21.0,-24,-196,2,-2,-7,2,-1
659,10/14/2000,Memphis,9.0,35,57,22,11,129,1,1,Alabama-Birmingham,13.0,37,56,27,14,144,0,1,-4.0,-2,1,-5,-3,-15,1,0
660,10/14/2000,"Miami, Ohio",24.0,37,141,43,24,222,0,1,Bowling Green,10.0,42,159,36,16,222,2,0,14.0,-5,-18,7,8,0,-2,1
661,10/14/2000,Michigan,58.0,52,282,22,17,280,0,1,Indiana,0.0,33,85,30,14,101,1,2,58.0,19,197,-8,3,179,-1,-1
662,10/14/2000,Minnesota,29.0,48,138,28,16,243,0,1,Ohio State,17.0,35,70,28,11,130,0,0,12.0,13,68,0,5,113,0,1
663,10/14/2000,Mississippi,7.0,26,74,40,20,163,3,1,Alabama,45.0,39,168,26,21,296,1,1,-38.0,-13,-94,14,-1,-133,2,0
664,10/14/2000,Missouri,17.0,26,10,34,16,237,4,1,Kansas,38.0,58,219,30,14,234,1,2,-21.0,-32,-209,4,2,3,3,-1
665,10/14/2000,Mid Tennessee St,28.0,42,192,24,14,151,0,0,UL-Monroe,0.0,25,76,32,20,119,0,1,28.0,17,116,-8,-6,32,0,-1
666,10/14/2000,Navy,14.0,32,58,20,11,188,0,2,Notre Dame,45.0,55,218,21,14,229,1,1,-31.0,-23,-160,-1,-3,-41,-1,1
667,10/14/2000,North Carolina,20.0,49,158,25,12,128,0,2,No Carolina State,38.0,46,171,26,14,221,1,0,-18.0,3,-13,-1,-2,-93,-1,2
668,10/14/2000,No Carolina State,38.0,46,171,26,14,221,1,0,North Carolina,20.0,49,158,25,12,128,0,2,18.0,-3,13,1,2,93,1,-2
669,10/14/2000,Notre Dame,45.0,55,218,21,14,229,1,1,Navy,14.0,32,58,20,11,188,0,2,31.0,23,160,1,3,41,1,-1
670,10/14/2000,Nebraska,56.0,77,442,14,7,98,1,1,Texas Tech,3.0,12,19,48,22,181,2,0,53.0,65,423,-34,-15,-83,-1,1
671,10/14/2000,UL-Monroe,0.0,25,76,32,20,119,0,1,Mid Tennessee St,28.0,42,192,24,14,151,0,0,-28.0,-17,-116,8,6,-32,0,1
672,10/14/2000,Nevada,21.0,29,61,49,29,341,2,1,Fresno State,58.0,40,125,21,11,201,0,0,-37.0,-11,-64,28,18,140,2,1
673,10/14/2000,Northern Illinois,52.0,57,360,23,15,134,0,1,Akron,35.0,28,116,28,12,324,2,1,17.0,29,244,-5,3,-190,-2,0
674,10/14/2000,New Mexico State,42.0,53,450,15,10,144,1,1,Tulsa,28.0,40,86,26,14,306,0,1,14.0,13,364,-11,-4,-162,1,0
675,10/14/2000,North Texas,12.0,35,69,17,8,72,1,0,Utah State,17.0,40,156,36,21,170,1,0,-5.0,-5,-87,-19,-13,-98,0,0
676,10/14/2000,Northwestern,28.0,37,83,36,24,369,2,0,Purdue,41.0,47,222,40,22,239,1,1,-13.0,-10,-139,-4,2,130,1,-1
677,10/14/2000,Ohio,44.0,56,233,11,9,136,0,1,Kent State,7.0,39,141,20,7,41,2,0,37.0,17,92,-9,2,95,-2,1
678,10/14/2000,Ohio State,17.0,35,70,28,11,130,0,0,Minnesota,29.0,48,138,28,16,243,0,1,-12.0,-13,-68,0,-5,-113,0,-1
679,10/14/2000,Oklahoma,41.0,36,11,38,29,374,1,0,Kansas State,31.0,33,144,36,14,211,2,0,10.0,3,-133,2,15,163,-1,0
680,10/14/2000,Oklahoma State,26.0,37,132,46,26,328,1,2,Iowa State,33.0,40,210,38,19,290,1,0,-7.0,-3,-78,8,7,38,0,2
681,10/14/2000,Oregon,28.0,41,117,42,28,382,1,2,Southern Cal,17.0,33,229,36,15,194,1,1,11.0,8,-112,6,13,188,0,1
682,10/14/2000,Oregon State,38.0,37,147,26,14,324,0,1,Stanford,6.0,49,148,33,18,185,2,1,32.0,-12,-1,-7,-4,139,-2,0
683,10/14/2000,Purdue,41.0,47,222,40,22,239,1,1,Northwestern,28.0,37,83,36,24,369,2,0,13.0,10,139,4,-2,-130,-1,1
684,10/14/2000,Rutgers,14.0,27,108,39,19,243,1,4,Temple,48.0,57,202,32,21,254,1,2,-34.0,-30,-94,7,-2,-11,0,2
685,10/14/2000,Southern Cal,17.0,33,229,36,15,194,1,1,Oregon,28.0,41,117,42,28,382,1,2,-11.0,-8,112,-6,-13,-188,0,-1
686,10/14/2000,South Carolina,27.0,31,174,21,12,170,1,0,Arkansas,7.0,41,100,37,19,151,2,2,20.0,-10,74,-16,-7,19,-1,-2
687,10/14/2000,San Diego State,7.0,35,93,39,15,157,0,0,Utah,21.0,38,99,20,12,230,2,1,-14.0,-3,-6,19,3,-73,-2,-1
688,10/14/2000,San Jose State,30.0,26,218,35,16,166,1,0,Texas-El Paso,47.0,50,186,36,21,292,1,0,-17.0,-24,32,-1,-5,-126,0,0
